"Index","pIC50"
7,9.05986830144019
8,9.05986830144019
9,9.05986830144019
16,9.05986830144019
17,9.05986830144019
18,9.05986830144019
367,7.6039830926463
369,7.6039830926463
143,7.57849704542266
144,7.57849704542266
368,7.40072408734731
54,7.17197903482468
1,6.83470151032023
62,6.83470151032023
83,6.83470151032023
84,6.83470151032023
121,6.83470151032023
122,6.83470151032023
123,6.83470151032023
127,6.83470151032023
128,6.83470151032023
129,6.83470151032023
130,6.83470151032023
159,6.83470151032023
242,6.75996559605441
243,6.75996559605441
310,6.64770683028838
311,6.64770683028838
312,6.64770683028838
313,6.64770683028838
314,6.64770683028838
315,6.64770683028838
394,6.61109519025233
395,6.61109519025233
396,6.61109519025233
241,6.55670659075542
94,6.46069487978422
95,6.46069487978422
96,6.46069487978422
73,6.25322562396696
75,6.25322562396696
244,6.2411888196904
245,6.2411888196904
246,6.2411888196904
253,6.2411888196904
254,6.2411888196904
255,6.2411888196904
259,6.2411888196904
260,6.2411888196904
261,6.2411888196904
307,6.2411888196904
308,6.2411888196904
309,6.2411888196904
316,6.2411888196904
317,6.2411888196904
318,6.2411888196904
385,6.2411888196904
386,6.2411888196904
387,6.2411888196904
154,6.22059677790948
238,6.22059677790948
240,6.22059677790948
426,6.20304727498831
91,6.1926578413733
92,6.1926578413733
93,6.1926578413733
106,6.1926578413733
107,6.1926578413733
108,6.1926578413733
142,6.1926578413733
153,6.17078062193835
236,6.17078062193835
237,6.17078062193835
293,6.17078062193835
350,6.17078062193835
351,6.17078062193835
145,6.10435521816488
146,6.10435521816488
147,6.10435521816488
304,6.10435521816488
305,6.10435521816488
306,6.10435521816488
319,6.10435521816488
320,6.10435521816488
321,6.10435521816488
377,6.10435521816488
378,6.10435521816488
388,6.10435521816488
389,6.10435521816488
390,6.10435521816488
391,6.10435521816488
392,6.10435521816488
393,6.10435521816488
155,6.01733777261049
156,6.01733777261049
239,6.01733777261049
151,5.96752161663936
152,5.96752161663936
235,5.96752161663936
289,5.96752161663936
290,5.96752161663936
292,5.96752161663936
294,5.96752161663936
349,5.96752161663936
376,5.90109621286589
74,5.84670761336898
353,5.8335030974339
52,5.78613983077532
53,5.78613983077532
291,5.76426261134037
352,5.63024409213491
354,5.63024409213491
461,5.58288082547633
462,5.58288082547633
443,5.57878056550224
444,5.57878056550224
405,5.57596548318218
455,5.47855860401278
456,5.47855860401278
2,5.44886230627087
3,5.44886230627087
61,5.44886230627087
63,5.44886230627087
82,5.44886230627087
131,5.44886230627087
132,5.44886230627087
157,5.44886230627087
158,5.44886230627087
268,5.44886230627087
269,5.44886230627087
270,5.44886230627087
280,5.44886230627087
281,5.44886230627087
282,5.44886230627087
430,5.44886230627087
431,5.44886230627087
432,5.44886230627087
457,5.37833664252331
458,5.37833664252331
459,5.37833664252331
442,5.37552156020325
358,5.37284121435102
360,5.37284121435102
403,5.37270647788319
404,5.37270647788319
439,5.27811468103385
440,5.27811468103385
441,5.27811468103385
445,5.27811468103385
446,5.27811468103385
447,5.27811468103385
451,5.27811468103385
452,5.27811468103385
453,5.27811468103385
454,5.27529959871379
325,5.22372608153693
326,5.22372608153693
327,5.22372608153693
361,5.22372608153693
363,5.22372608153693
172,5.01007764262293
328,5.00703510376318
329,5.00703510376318
330,5.00703510376318
331,5.00703510376318
332,5.00703510376318
333,5.00703510376318
359,4.96632320375304
334,4.95404167246447
335,4.95404167246447
336,4.95404167246447
346,4.95404167246447
347,4.95404167246447
348,4.95404167246447
355,4.95404167246447
356,4.95404167246447
357,4.95404167246447
13,4.9408371565294
25,4.9408371565294
26,4.9408371565294
27,4.9408371565294
382,4.83498503039981
383,4.83498503039981
384,4.83498503039981
424,4.81720807093895
425,4.81720807093895
409,4.66694249693867
410,4.66694249693867
411,4.66694249693867
4,4.63454110742088
5,4.63454110742088
6,4.63454110742088
169,4.63454110742088
170,4.63454110742088
171,4.63454110742088
370,4.60355963202495
371,4.60355963202495
372,4.60355963202495
70,4.53431914593142
71,4.53431914593142
72,4.53431914593142
448,4.53431914593142
449,4.53431914593142
450,4.53431914593142
295,4.53127660707167
296,4.53127660707167
298,4.53127660707167
303,4.53127660707167
341,4.53127660707167
437,4.53127660707167
464,4.53127660707167
364,4.43128210212189
365,4.43128210212189
366,4.43128210212189
10,4.40030062672596
11,4.40030062672596
12,4.40030062672596
19,4.40030062672596
20,4.40030062672596
21,4.40030062672596
28,4.40030062672596
29,4.40030062672596
30,4.40030062672596
31,4.40030062672596
32,4.40030062672596
33,4.40030062672596
46,4.40030062672596
47,4.40030062672596
48,4.40030062672596
64,4.40030062672596
65,4.40030062672596
66,4.40030062672596
76,4.40030062672596
77,4.40030062672596
78,4.40030062672596
79,4.40030062672596
80,4.40030062672596
81,4.40030062672596
85,4.40030062672596
86,4.40030062672596
87,4.40030062672596
88,4.40030062672596
89,4.40030062672596
90,4.40030062672596
112,4.40030062672596
113,4.40030062672596
114,4.40030062672596
115,4.40030062672596
116,4.40030062672596
117,4.40030062672596
124,4.40030062672596
125,4.40030062672596
126,4.40030062672596
160,4.40030062672596
161,4.40030062672596
162,4.40030062672596
166,4.40030062672596
167,4.40030062672596
168,4.40030062672596
184,4.40030062672596
185,4.40030062672596
186,4.40030062672596
187,4.40030062672596
188,4.40030062672596
189,4.40030062672596
190,4.40030062672596
191,4.40030062672596
192,4.40030062672596
196,4.40030062672596
197,4.40030062672596
198,4.40030062672596
202,4.40030062672596
203,4.40030062672596
204,4.40030062672596
214,4.40030062672596
215,4.40030062672596
216,4.40030062672596
250,4.40030062672596
251,4.40030062672596
252,4.40030062672596
256,4.40030062672596
257,4.40030062672596
258,4.40030062672596
262,4.40030062672596
263,4.40030062672596
264,4.40030062672596
265,4.40030062672596
266,4.40030062672596
267,4.40030062672596
274,4.40030062672596
275,4.40030062672596
276,4.40030062672596
283,4.40030062672596
284,4.40030062672596
285,4.40030062672596
337,4.40030062672596
338,4.40030062672596
339,4.40030062672596
400,4.40030062672596
401,4.40030062672596
402,4.40030062672596
417,4.20909569617585
418,4.20909569617585
22,4.19704162142697
24,4.19704162142697
226,4.19704162142697
227,4.19704162142697
228,4.19704162142697
460,4.19704162142697
407,4.19399908256722
373,4.09118949529738
374,4.09118949529738
375,4.09118949529738
43,4.06302310222151
44,4.06302310222151
45,4.06302310222151
49,4.06302310222151
50,4.06302310222151
51,4.06302310222151
58,4.06302310222151
60,4.06302310222151
67,4.06302310222151
109,4.06302310222151
139,4.06302310222151
141,4.06302310222151
163,4.06302310222151
165,4.06302310222151
175,4.06302310222151
177,4.06302310222151
178,4.06302310222151
179,4.06302310222151
180,4.06302310222151
193,4.06302310222151
195,4.06302310222151
199,4.06302310222151
200,4.06302310222151
271,4.06302310222151
277,4.06302310222151
278,4.06302310222151
279,4.06302310222151
286,4.06302310222151
287,4.06302310222151
288,4.06302310222151
343,4.06302310222151
344,4.06302310222151
345,4.06302310222151
397,4.06302310222151
399,4.06302310222151
421,4.06302310222151
422,4.06302310222151
423,4.06302310222151
362,3.83788687748757
412,3.80562022443761
413,3.80562022443761
414,3.80562022443761
173,3.62423843857357
174,3.62423843857357
14,3.55499795248004
15,3.55499795248004
55,3.55499795248004
56,3.55499795248004
57,3.55499795248004
100,3.55499795248004
101,3.55499795248004
102,3.55499795248004
103,3.55499795248004
104,3.55499795248004
105,3.55499795248004
133,3.55499795248004
134,3.55499795248004
135,3.55499795248004
136,3.55499795248004
137,3.55499795248004
138,3.55499795248004
297,3.55195541362029
299,3.55195541362029
300,3.55195541362029
301,3.55195541362029
302,3.55195541362029
340,3.55195541362029
342,3.55195541362029
436,3.55195541362029
438,3.55195541362029
463,3.55195541362029
465,3.55195541362029
40,3.42152845173121
41,3.42152845173121
42,3.42152845173121
322,3.26508369463417
323,3.26508369463417
324,3.26508369463417
415,3.22977450272447
416,3.22977450272447
419,3.22977450272447
420,3.22977450272447
406,3.21467788911584
408,3.21467788911584
34,3.01219535881317
35,3.01219535881317
36,3.01219535881317
23,2.81120241737761
97,2.81120241737761
118,2.81120241737761
119,2.81120241737761
120,2.81120241737761
181,2.81120241737761
183,2.81120241737761
205,2.81120241737761
207,2.81120241737761
59,2.67718389817215
68,2.67718389817215
69,2.67718389817215
110,2.67718389817215
111,2.67718389817215
140,2.67718389817215
164,2.67718389817215
176,2.67718389817215
194,2.67718389817215
201,2.67718389817215
272,2.67718389817215
273,2.67718389817215
380,2.67718389817215
381,2.67718389817215
398,2.67718389817215
37,2.67491783430872
38,2.67491783430872
39,2.67491783430872
149,1.99841112319366
150,1.99841112319366
211,1.99841112319366
220,1.99841112319366
221,1.99841112319366
223,1.99841112319366
229,1.99841112319366
230,1.99841112319366
232,1.99841112319366
234,1.99841112319366
247,1.99841112319366
98,1.42536321332825
99,1.42536321332825
182,1.42536321332825
206,1.42536321332825
379,1.29134469412279
427,1.29134469412279
428,1.29134469412279
429,1.29134469412279
433,1.29134469412279
435,1.29134469412279
209,1.25461558809123
218,1.25461558809123
219,1.25461558809123
148,0.815830924443287
212,0.815830924443287
213,0.815830924443287
222,0.815830924443287
224,0.815830924443287
225,0.815830924443287
231,0.815830924443287
233,0.815830924443287
248,0.815830924443287
249,0.815830924443287
434,-0.094494509926573
208,-0.131223615958134
210,-0.131223615958134
217,-0.131223615958134
